id,pos,name,platform,publisher,genre,week,total,time,date,esrb,dateint,whenint,when,whenyear
3557,17, The Chronicles of Riddick: Assault on Dark Athena ( X360 ), X360 , Atari , Shooter ,34850,90630,3,2009-04-24,M,39927,39906,2009-04-03,2009
3558,18, Nintendogs ( DS ), DS , Nintendo , Simulation ,32758,22320361,210,2009-04-24,E,39927,38457,2005-04-15,2005
3559,19, Brain Age: Train Your Brain in Minutes a Day ( DS ), DS , Nintendo , Misc ,32442,17335512,206,2009-04-24,E,39927,38485,2005-05-13,2005
3560,20, New Play Control! Mario Power Tennis ( Wii ), Wii , Nintendo , Sports ,31543,608545,15,2009-04-24,E,39927,39822,2009-01-09,2009
3561,21, Zettai Zetsumei Toshi 3: Kowareyuku Machi to Kanojyo no Uta ( PSP ), PSP , Irem Software Engineering , Action ,31207,31207,1,2009-04-24,T,39927,39920,2009-04-17,2009
3562,22, Rhythm Heaven ( DS ), DS , Nintendo , Misc ,31029,1781576,39,2009-04-24,E,39927,39654,2008-07-25,2008
3563,23, My Fitness Coach ( Wii ), Wii , Ubisoft , Sports ,30537,815144,21,2009-04-24,E,39927,39780,2008-11-28,2008
3564,24, Call of Duty: World at War ( X360 ), X360 , Activision , Shooter ,29328,5307729,24,2009-04-24,M,39927,39759,2008-11-07,2008
3565,25, Halo 3 ( X360 ), X360 , Microsoft Game Studios , Shooter ,28182,9411335,83,2009-04-24,M,39927,39346,2007-09-21,2007
3566,26, Club Penguin: Elite Penguin Force ( DS ), DS , Disney Interactive Studios , Adventure ,26983,1045253,22,2009-04-24,E,39927,39773,2008-11-21,2008
3567,27, Monster Hunter Freedom Unite ( PSP ), PSP , Capcom , Role-Playing ,24909,3131743,57,2009-04-24,T,39927,39528,2008-03-21,2008
3568,28, Mario & Sonic at the Olympic Games ( DS ), DS , Nintendo , Sports ,24544,4134059,67,2009-04-24,E,39927,39458,2008-01-11,2008
3569,29, The Chronicles of Riddick: Assault on Dark Athena ( PS3 ), PS3 , Atari , Shooter ,24444,48169,3,2009-04-24,M,39927,39906,2009-04-03,2009
3570,30, Brain Age 2: More Training in Minutes a Day ( DS ), DS , Nintendo , Misc ,22925,13633189,174,2009-04-24,E,39927,38709,2005-12-23,2005
3571,1, Wii Fit ( Wii ), Wii , Nintendo , Sports ,214199,18577615,75,2009-05-01,E,39934,39409,2007-11-23,2007
3572,2, Wii Sports ( Wii ), Wii , Nintendo , Sports ,192159,43986095,128,2009-05-01,E,39934,39038,2006-11-17,2006
3573,3, Mario Kart Wii ( Wii ), Wii , Nintendo , Racing ,109764,15556348,56,2009-05-01,E,39934,39542,2008-04-04,2008
3574,4, X-Men Origins: Wolverine - Uncaged Edition ( X360 ), X360 , Activision , Action ,91394,91394,1,2009-05-01,M,39934,39927,2009-04-24,2009
3575,5, Pokemon Pt Giratina( DS ), DS , Nintendo , Role-Playing ,87852,3944060,34,2009-05-01,T,39934,39696,2008-09-05,2008
3576,6, Dragon Ball Z: Attack of the Saiyans ( DS ), DS , Namco Bandai Games , Role-Playing ,87842,87842,1,2009-05-01,E10+,39934,39927,2009-04-24,2009
3577,7, Wii Play ( Wii ), Wii , Nintendo , Misc ,87782,23148810,127,2009-05-01,E,39934,39045,2006-11-24,2006
3578,8, Shin Megami Tensei: Persona ( PSP ), PSP , Atlus , Role-Playing ,85135,85135,1,2009-05-01,T,39934,39927,2009-04-24,2009
3579,9, X-Men Origins: Wolverine - Uncaged Edition ( PS3 ), PS3 , Activision , Action ,78438,78438,1,2009-05-01,M,39934,39927,2009-04-24,2009
3580,10, WarioWare D.I.Y. ( DS ), DS , Nintendo , Misc ,70296,70296,1,2009-05-01,E,39934,39927,2009-04-24,2009
3581,11, New Super Mario Bros. ( DS ), DS , Nintendo , Platform ,55013,19094401,155,2009-05-01,E,39934,38849,2006-05-12,2006
3582,12, Mario Kart DS ( DS ), DS , Nintendo , Racing ,53752,14166003,181,2009-05-01,E,39934,38667,2005-11-11,2005
3583,13, Professor Layton and the Curious Village ( DS ), DS , Nintendo , Adventure ,47094,2942704,116,2009-05-01,E,39934,39122,2007-02-09,2007
3584,14, Killzone 2 ( PS3 ), PS3 , Sony Computer Entertainment , Shooter ,45217,1586897,10,2009-05-01,M,39934,39864,2009-02-20,2009
3585,15, Resident Evil 5 ( PS3 ), PS3 , Capcom , Action ,43869,2158911,9,2009-05-01,M,39934,39871,2009-02-27,2009
3586,16, Pokemon Mystery Dungeon: Explorers of Sky( DS ), DS , Nintendo , Role-Playing ,43096,238491,3,2009-05-01,T,39934,39913,2009-04-10,2009
3587,17, Rhythm Heaven ( DS ), DS , Nintendo , Misc ,42052,1823628,40,2009-05-01,E,39934,39654,2008-07-25,2008
3588,18, Resident Evil 5 ( X360 ), X360 , Capcom , Action ,37949,1985320,9,2009-05-01,M,39934,39871,2009-02-27,2009
3589,19, Monster Hunter G ( Wii ), Wii , Capcom , Role-Playing ,37548,174853,2,2009-05-01,T,39934,39920,2009-04-17,2009
3590,20, ToraDora Portable! ( PSP ), PSP , Namco Bandai Games , Adventure ,36841,36841,1,2009-05-01,E10+,39934,39927,2009-04-24,2009
3591,21, Nintendogs ( DS ), DS , Nintendo , Simulation ,34449,22354810,211,2009-05-01,E,39934,38457,2005-04-15,2005
3592,22, My Fitness Coach ( Wii ), Wii , Ubisoft , Sports ,33559,848703,22,2009-05-01,E,39934,39780,2008-11-28,2008
3593,23, Halo 3 ( X360 ), X360 , Microsoft Game Studios , Shooter ,33411,9444746,84,2009-05-01,M,39934,39346,2007-09-21,2007
3594,24, Brain Age: Train Your Brain in Minutes a Day ( DS ), DS , Nintendo , Misc ,32773,17368285,207,2009-05-01,E,39934,38485,2005-05-13,2005
3595,25, New Play Control! Mario Power Tennis ( Wii ), Wii , Nintendo , Sports ,32570,641115,16,2009-05-01,E,39934,39822,2009-01-09,2009
3596,26, Grand Theft Auto: Chinatown Wars ( DS ), DS , CyberFront , Adventure ,32097,425970,7,2009-05-01,M,39934,39885,2009-03-13,2009
3597,27, The Godfather II ( X360 ), X360 , Electronic Arts , Adventure ,31060,285551,4,2009-05-01,M,39934,39906,2009-04-03,2009
3598,28, Call of Duty: World at War ( X360 ), X360 , Activision , Shooter ,28749,5336478,25,2009-05-01,M,39934,39759,2008-11-07,2008
3599,29, Gardening Mama ( DS ), DS , 505 Games , Puzzle ,28246,95289,7,2009-05-01,E,39934,39885,2009-03-13,2009
3600,30, Club Penguin: Elite Penguin Force ( DS ), DS , Disney Interactive Studios , Adventure ,27421,1072674,23,2009-05-01,E,39934,39773,2008-11-21,2008
3601,1, Wii Fit ( Wii ), Wii , Nintendo , Sports ,213065,18790680,76,2009-05-08,E,39941,39409,2007-11-23,2007
3602,2, Wii Sports ( Wii ), Wii , Nintendo , Sports ,186175,44172270,129,2009-05-08,E,39941,39038,2006-11-17,2006
3603,3, Mario Kart Wii ( Wii ), Wii , Nintendo , Racing ,103698,15660046,57,2009-05-08,E,39941,39542,2008-04-04,2008
3604,4, Wii Play ( Wii ), Wii , Nintendo , Misc ,80336,23229146,128,2009-05-08,E,39941,39045,2006-11-24,2006
3605,5, Pokemon Pt Giratina( DS ), DS , Nintendo , Role-Playing ,72964,4017024,35,2009-05-08,T,39941,39696,2008-09-05,2008
3606,6, X-Men Origins: Wolverine - Uncaged Edition ( X360 ), X360 , Activision , Action ,69002,160396,2,2009-05-08,M,39941,39927,2009-04-24,2009
3607,7, X-Men Origins: Wolverine - Uncaged Edition ( PS3 ), PS3 , Activision , Action ,63877,142315,2,2009-05-08,M,39941,39927,2009-04-24,2009
3608,8, Rhythm Heaven ( DS ), DS , Nintendo , Misc ,59597,1883225,41,2009-05-08,E,39941,39654,2008-07-25,2008
3609,9, New Super Mario Bros. ( DS ), DS , Nintendo , Platform ,56623,19151024,156,2009-05-08,E,39941,38849,2006-05-12,2006
3610,10, Mario Kart DS ( DS ), DS , Nintendo , Racing ,50695,14216698,182,2009-05-08,E,39941,38667,2005-11-11,2005
3611,11, WarioWare D.I.Y. ( DS ), DS , Nintendo , Misc ,43065,113361,2,2009-05-08,E,39941,39927,2009-04-24,2009
3612,12, Pokemon Mystery Dungeon: Explorers of Sky( DS ), DS , Nintendo , Role-Playing ,42770,281261,4,2009-05-08,T,39941,39913,2009-04-10,2009
3613,13, Professor Layton and the Curious Village ( DS ), DS , Nintendo , Adventure ,42686,2985390,117,2009-05-08,E,39941,39122,2007-02-09,2007
3614,14, Dragon Ball Z: Attack of the Saiyans ( DS ), DS , Namco Bandai Games , Role-Playing ,41857,129699,2,2009-05-08,E10+,39941,39927,2009-04-24,2009
3615,15, Gardening Mama ( DS ), DS , 505 Games , Puzzle ,38141,133430,8,2009-05-08,E,39941,39885,2009-03-13,2009
3616,16, Halo 3 ( X360 ), X360 , Microsoft Game Studios , Shooter ,37831,9482577,85,2009-05-08,M,39941,39346,2007-09-21,2007
3617,17, Resident Evil 5 ( PS3 ), PS3 , Capcom , Action ,36925,2195836,10,2009-05-08,M,39941,39871,2009-02-27,2009
3618,18, Nintendogs ( DS ), DS , Nintendo , Simulation ,34468,22389278,212,2009-05-08,E,39941,38457,2005-04-15,2005
3619,19, Killzone 2 ( PS3 ), PS3 , Sony Computer Entertainment , Shooter ,34359,1621256,11,2009-05-08,M,39941,39864,2009-02-20,2009
3620,20, Resident Evil 5 ( X360 ), X360 , Capcom , Action ,31869,2017189,10,2009-05-08,M,39941,39871,2009-02-27,2009
3621,21, My Fitness Coach ( Wii ), Wii , Ubisoft , Sports ,30344,879047,23,2009-05-08,E,39941,39780,2008-11-28,2008
3622,22, Brain Age: Train Your Brain in Minutes a Day ( DS ), DS , Nintendo , Misc ,29842,17398127,208,2009-05-08,E,39941,38485,2005-05-13,2005
3623,23, New Play Control! Mario Power Tennis ( Wii ), Wii , Nintendo , Sports ,27752,668867,17,2009-05-08,E,39941,39822,2009-01-09,2009
3624,24, Grand Theft Auto: Chinatown Wars ( DS ), DS , CyberFront , Adventure ,26408,452378,8,2009-05-08,M,39941,39885,2009-03-13,2009
3625,25, Call of Duty: World at War ( X360 ), X360 , Activision , Shooter ,26380,5362858,26,2009-05-08,M,39941,39759,2008-11-07,2008
3626,26, Club Penguin: Elite Penguin Force ( DS ), DS , Disney Interactive Studios , Adventure ,25702,1098376,24,2009-05-08,E,39941,39773,2008-11-21,2008
3627,27, Mario & Luigi: Bowser's Inside Story ( DS ), DS , Nintendo , Role-Playing ,23449,604374,13,2009-05-08,E,39941,39850,2009-02-06,2009
3628,28, Monster Hunter Freedom Unite ( PSP ), PSP , Capcom , Role-Playing ,22582,3181389,59,2009-05-08,T,39941,39528,2008-03-21,2008
3629,29, Brain Age 2: More Training in Minutes a Day ( DS ), DS , Nintendo , Misc ,21620,13677508,176,2009-05-08,E,39941,38709,2005-12-23,2005
3630,30, Monster Hunter G ( Wii ), Wii , Capcom , Role-Playing ,21042,195895,3,2009-05-08,T,39941,39920,2009-04-17,2009
3631,1, Wii Fit ( Wii ), Wii , Nintendo , Sports ,205659,18996339,77,2009-05-15,E,39948,39409,2007-11-23,2007
3632,2, Wii Sports ( Wii ), Wii , Nintendo , Sports ,157745,44330015,130,2009-05-15,E,39948,39038,2006-11-17,2006
3633,3, Pokemon Pt Giratina( DS ), DS , Nintendo , Role-Playing ,89462,4106486,36,2009-05-15,T,39948,39696,2008-09-05,2008
3634,4, Mario Kart Wii ( Wii ), Wii , Nintendo , Racing ,88748,15748794,58,2009-05-15,E,39948,39542,2008-04-04,2008
3635,5, Wii Play ( Wii ), Wii , Nintendo , Misc ,67291,23296437,129,2009-05-15,E,39948,39045,2006-11-24,2006
3636,6, New Super Mario Bros. ( DS ), DS , Nintendo , Platform ,51055,19202079,157,2009-05-15,E,39948,38849,2006-05-12,2006
3637,7, X-Men Origins: Wolverine - Uncaged Edition ( X360 ), X360 , Activision , Action ,47162,207558,3,2009-05-15,M,39948,39927,2009-04-24,2009
3638,8, Mario Kart DS ( DS ), DS , Nintendo , Racing ,46180,14262878,183,2009-05-15,E,39948,38667,2005-11-11,2005
3639,9, Sacred 2: Fallen Angel ( X360 ), X360 , CDV Software Entertainment , Role-Playing ,44422,44422,1,2009-05-15,M,39948,39941,2009-05-08,2009
3640,10, X-Men Origins: Wolverine - Uncaged Edition ( PS3 ), PS3 , Activision , Action ,43312,185627,3,2009-05-15,M,39948,39927,2009-04-24,2009
3641,11, Rhythm Heaven ( DS ), DS , Nintendo , Misc ,42770,1925995,42,2009-05-15,E,39948,39654,2008-07-25,2008
3642,12, Bleach: Heat the Soul 6 ( PSP ), PSP , Sony Computer Entertainment , Fighting ,42089,42089,1,2009-05-15,E,39948,39941,2009-05-08,2009
3643,13, Professor Layton and the Curious Village ( DS ), DS , Nintendo , Adventure ,37159,3022549,118,2009-05-15,E,39948,39122,2007-02-09,2007
3644,14, Gardening Mama ( DS ), DS , 505 Games , Puzzle ,36489,169919,9,2009-05-15,E,39948,39885,2009-03-13,2009
3645,15, Halo 3 ( X360 ), X360 , Microsoft Game Studios , Shooter ,36078,9518655,86,2009-05-15,M,39948,39346,2007-09-21,2007
3646,16, Nintendogs ( DS ), DS , Nintendo , Simulation ,33651,22422929,213,2009-05-15,E,39948,38457,2005-04-15,2005
3647,17, Resident Evil 5 ( PS3 ), PS3 , Capcom , Action ,32214,2228050,11,2009-05-15,M,39948,39871,2009-02-27,2009
3648,18, Brain Age: Train Your Brain in Minutes a Day ( DS ), DS , Nintendo , Misc ,27955,17426082,209,2009-05-15,E,39948,38485,2005-05-13,2005
3649,19, My Fitness Coach ( Wii ), Wii , Ubisoft , Sports ,27894,906941,24,2009-05-15,E,39948,39780,2008-11-28,2008
3650,20, Growlanser ( PSP ), PSP , Atlus , Role-Playing ,27757,27757,1,2009-05-15,T,39948,39941,2009-05-08,2009
3651,21, Resident Evil 5 ( X360 ), X360 , Capcom , Action ,27609,2044798,11,2009-05-15,M,39948,39871,2009-02-27,2009
3652,22, Killzone 2 ( PS3 ), PS3 , Sony Computer Entertainment , Shooter ,25337,1646593,12,2009-05-15,M,39948,39864,2009-02-20,2009
3653,23, Battlestations: Pacific ( X360 ), X360 , Eidos Interactive , Strategy ,25140,25140,1,2009-05-15,T,39948,39941,2009-05-08,2009
3654,24, Call of Duty: World at War ( X360 ), X360 , Activision , Shooter ,24126,5386984,27,2009-05-15,M,39948,39759,2008-11-07,2008
3655,25, New Play Control! Mario Power Tennis ( Wii ), Wii , Nintendo , Sports ,23640,692507,18,2009-05-15,E,39948,39822,2009-01-09,2009
3656,26, PES 2009: Pro Evolution Soccer ( Wii ), Wii , Konami Digital Entertainment , Sports ,23592,136193,9,2009-05-15,E,39948,39885,2009-03-13,2009
3657,27, Club Penguin: Elite Penguin Force ( DS ), DS , Disney Interactive Studios , Adventure ,23169,1121545,25,2009-05-15,E,39948,39773,2008-11-21,2008
3658,28, Grand Theft Auto: Chinatown Wars ( DS ), DS , CyberFront , Adventure ,22367,474745,9,2009-05-15,M,39948,39885,2009-03-13,2009
3659,29, Sacred 2: Fallen Angel ( PS3 ), PS3 , CDV Software Entertainment , Role-Playing ,22133,22133,1,2009-05-15,M,39948,39941,2009-05-08,2009
3660,30, Call of Duty 4: Modern Warfare ( X360 ), X360 , Activision , Shooter ,21453,7192136,80,2009-05-15,M,39948,39388,2007-11-02,2007
3661,1, UFC 2009 Undisputed ( X360 ), X360 , THQ , Fighting ,494881,494881,1,2009-05-22,T,39955,39948,2009-05-15,2009
3662,2, UFC 2009 Undisputed ( PS3 ), PS3 , THQ , Fighting ,338906,338906,1,2009-05-22,T,39955,39948,2009-05-15,2009
3663,3, Pokemon Pt Giratina( DS ), DS , Nintendo , Role-Playing ,338718,4445204,37,2009-05-22,T,39955,39696,2008-09-05,2008
3664,4, EA Sports Active ( Wii ), Wii , Electronic Arts , Sports ,279885,279885,1,2009-05-22,E,39955,39948,2009-05-15,2009
3665,5, Wii Fit ( Wii ), Wii , Nintendo , Sports ,194113,19190452,78,2009-05-22,E,39955,39409,2007-11-23,2007
3666,6, Wii Sports ( Wii ), Wii , Nintendo , Sports ,183758,44513773,131,2009-05-22,E,39955,39038,2006-11-17,2006
3667,7, Mario Kart Wii ( Wii ), Wii , Nintendo , Racing ,97574,15846368,59,2009-05-22,E,39955,39542,2008-04-04,2008
3668,8, Wii Play ( Wii ), Wii , Nintendo , Misc ,79771,23376208,130,2009-05-22,E,39955,39045,2006-11-24,2006
3669,9, New Super Mario Bros. ( DS ), DS , Nintendo , Platform ,51779,19253858,158,2009-05-22,E,39955,38849,2006-05-12,2006
3670,10, Mario Kart DS ( DS ), DS , Nintendo , Racing ,51025,14313903,184,2009-05-22,E,39955,38667,2005-11-11,2005
3671,11, Sloane to MacHale no Nazo no Monogatari ( DS ), DS , Level 5 , Puzzle ,50091,50091,1,2009-05-22,E,39955,39948,2009-05-15,2009
3672,12, Pro Yakyuu Team o Tsukurou! 2 ( DS ), DS , Sega , Sports ,44505,44505,1,2009-05-22,M,39955,39948,2009-05-15,2009
3673,13, My Fitness Coach ( Wii ), Wii , Ubisoft , Sports ,43809,950750,25,2009-05-22,E,39955,39780,2008-11-28,2008
3674,14, Halo 3 ( X360 ), X360 , Microsoft Game Studios , Shooter ,42385,9561040,87,2009-05-22,M,39955,39346,2007-09-21,2007
3675,15, Professor Layton and the Curious Village ( DS ), DS , Nintendo , Adventure ,42048,3064597,119,2009-05-22,E,39955,39122,2007-02-09,2007
3676,16, Rhythm Heaven ( DS ), DS , Nintendo , Misc ,42044,1968039,43,2009-05-22,E,39955,39654,2008-07-25,2008
3677,17, X-Men Origins: Wolverine - Uncaged Edition ( X360 ), X360 , Activision , Action ,37210,244768,4,2009-05-22,M,39955,39927,2009-04-24,2009
3678,18, X-Men Origins: Wolverine - Uncaged Edition ( PS3 ), PS3 , Activision , Action ,35886,221513,4,2009-05-22,M,39955,39927,2009-04-24,2009
3679,19, Gardening Mama ( DS ), DS , 505 Games , Puzzle ,33104,203023,10,2009-05-22,E,39955,39885,2009-03-13,2009
3680,20, Nintendogs ( DS ), DS , Nintendo , Simulation ,31157,22454086,214,2009-05-22,E,39955,38457,2005-04-15,2005
3681,21, Bionic Commando ( X360 ), X360 , Capcom , Platform ,30568,30568,1,2009-05-22,E10+,39955,39948,2009-05-15,2009
3682,22, Brain Age: Train Your Brain in Minutes a Day ( DS ), DS , Nintendo , Misc ,28947,17455029,210,2009-05-22,E,39955,38485,2005-05-13,2005
3683,23, Call of Duty 4: Modern Warfare ( X360 ), X360 , Activision , Shooter ,27575,7219711,81,2009-05-22,M,39955,39388,2007-11-02,2007
3684,24, Resident Evil 5 ( PS3 ), PS3 , Capcom , Action ,25948,2253998,12,2009-05-22,M,39955,39871,2009-02-27,2009
3685,25, Killzone 2 ( PS3 ), PS3 , Sony Computer Entertainment , Shooter ,25650,1672243,13,2009-05-22,M,39955,39864,2009-02-20,2009
3686,26, Bionic Commando ( PS3 ), PS3 , Capcom , Platform ,25503,25503,1,2009-05-22,E10+,39955,39948,2009-05-15,2009
3687,27, Terminator Salvation ( X360 ), X360 , Taito , Shooter ,24886,24886,1,2009-05-22,T,39955,39948,2009-05-15,2009
3688,28, Club Penguin: Elite Penguin Force ( DS ), DS , Disney Interactive Studios , Adventure ,24212,1145757,26,2009-05-22,E,39955,39773,2008-11-21,2008
3689,29, Call of Duty: World at War ( X360 ), X360 , Activision , Shooter ,24143,5411127,28,2009-05-22,M,39955,39759,2008-11-07,2008
3690,30, New Play Control! Mario Power Tennis ( Wii ), Wii , Nintendo , Sports ,22896,715403,19,2009-05-22,E,39955,39822,2009-01-09,2009
3691,1, EA Sports Active ( Wii ), Wii , Electronic Arts , Sports ,303553,583438,2,2009-05-29,E,39962,39948,2009-05-15,2009
3692,2, Kingdom Hearts 358/2 Days ( DS ), DS , Square Enix , Role-Playing ,292103,292103,1,2009-05-29,E10+,39962,39955,2009-05-22,2009
3693,3, inFAMOUS ( PS3 ), PS3 , Sony Computer Entertainment , Action ,263199,263199,1,2009-05-29,T,39962,39955,2009-05-22,2009
3694,4, Pokemon Pt Giratina( DS ), DS , Nintendo , Role-Playing ,259380,4704584,38,2009-05-29,T,39962,39696,2008-09-05,2008
3695,5, UFC 2009 Undisputed ( X360 ), X360 , THQ , Fighting ,228028,722909,2,2009-05-29,T,39962,39948,2009-05-15,2009
3696,6, Wii Fit ( Wii ), Wii , Nintendo , Sports ,200130,19390582,79,2009-05-29,E,39962,39409,2007-11-23,2007
3697,7, Ace Attorney Investigations: Miles Edgeworth ( DS ), DS , Capcom , Adventure ,190196,190196,1,2009-05-29,T,39962,39955,2009-05-22,2009
3698,8, Wii Sports ( Wii ), Wii , Nintendo , Sports ,184882,44698655,132,2009-05-29,E,39962,39038,2006-11-17,2006
3699,9, UFC 2009 Undisputed ( PS3 ), PS3 , THQ , Fighting ,150027,488933,2,2009-05-29,T,39962,39948,2009-05-15,2009
3700,10, Mario Kart Wii ( Wii ), Wii , Nintendo , Racing ,101205,15947573,60,2009-05-29,E,39962,39542,2008-04-04,2008
3701,11, Dynasty Warriors 6 Empires ( PS3 ), PS3 , Tecmo Koei , Action ,78400,78400,1,2009-05-29,T,39962,39955,2009-05-22,2009
3702,12, Wii Play ( Wii ), Wii , Nintendo , Misc ,75937,23452145,131,2009-05-29,E,39962,39045,2006-11-24,2006
3703,13, New Super Mario Bros. ( DS ), DS , Nintendo , Platform ,50787,19304645,159,2009-05-29,E,39962,38849,2006-05-12,2006
3704,14, Mario Kart DS ( DS ), DS , Nintendo , Racing ,50347,14364250,185,2009-05-29,E,39962,38667,2005-11-11,2005
3705,15, Professor Layton and the Curious Village ( DS ), DS , Nintendo , Adventure ,43898,3108495,120,2009-05-29,E,39962,39122,2007-02-09,2007
3706,16, Halo 3 ( X360 ), X360 , Microsoft Game Studios , Shooter ,36954,9597994,88,2009-05-29,M,39962,39346,2007-09-21,2007
3707,17, My Fitness Coach ( Wii ), Wii , Ubisoft , Sports ,36904,987654,26,2009-05-29,E,39962,39780,2008-11-28,2008
3708,18, Rhythm Heaven ( DS ), DS , Nintendo , Misc ,36275,2004314,44,2009-05-29,E,39962,39654,2008-07-25,2008
3709,19, Guitar Hero: Metallica ( X360 ), X360 , Activision , Misc ,33904,358096,9,2009-05-29,T,39962,39899,2009-03-27,2009
3710,20, Guitar Hero: Metallica ( PS3 ), PS3 , Activision , Misc ,33317,174545,9,2009-05-29,T,39962,39899,2009-03-27,2009
3711,21, Guitar Hero: Metallica ( Wii ), Wii , Activision , Misc ,32844,263746,9,2009-05-29,T,39962,39899,2009-03-27,2009
3712,22, X-Men Origins: Wolverine - Uncaged Edition ( PS3 ), PS3 , Activision , Action ,30576,252089,5,2009-05-29,M,39962,39927,2009-04-24,2009
3713,23, Sloane to MacHale no Nazo no Monogatari ( DS ), DS , Level 5 , Puzzle ,30320,80411,2,2009-05-29,E,39962,39948,2009-05-15,2009
3714,24, Nintendogs ( DS ), DS , Nintendo , Simulation ,30271,22484357,215,2009-05-29,E,39962,38457,2005-04-15,2005
3715,25, Gardening Mama ( DS ), DS , 505 Games , Puzzle ,29991,233014,11,2009-05-29,E,39962,39885,2009-03-13,2009
3716,26, Call of Duty 4: Modern Warfare ( X360 ), X360 , Activision , Shooter ,29780,7249491,82,2009-05-29,M,39962,39388,2007-11-02,2007
3717,27, Brain Age: Train Your Brain in Minutes a Day ( DS ), DS , Nintendo , Misc ,28723,17483752,211,2009-05-29,E,39962,38485,2005-05-13,2005
3718,28, Half-Minute Hero ( PSP ), PSP , Rising Star Games , Role-Playing ,27153,27153,1,2009-05-29,E10+,39962,39955,2009-05-22,2009
3719,29, X-Men Origins: Wolverine - Uncaged Edition ( X360 ), X360 , Activision , Action ,26638,271406,5,2009-05-29,M,39962,39927,2009-04-24,2009
3720,30, Terminator Salvation ( PS3 ), PS3 , Warner Bros. Interactive Entertainment , Shooter ,25358,41023,2,2009-05-29,T,39962,39948,2009-05-15,2009
